ProductNo,ProductName,TotalRevenue,TotalQuantity,Category,RevenuePct
20679,Edwardian Parasol Red,27138.420000000002,1707,A - Best Sellers (Top 80% Revenue),0.044704962473614655
22398,Magnets Pack Of 4 Swallows,27130.3,2582,A - Best Sellers (Top 80% Revenue),0.044691586444527996
21084,Set/6 Collage Paper Cups,27099.14,2610,A - Best Sellers (Top 80% Revenue),0.044640256756555086
22573,Star Wooden Christmas Decoration,27087.079999999998,2671,A - Best Sellers (Top 80% Revenue),0.044620390388231804
22645,Ceramic Heart Fairy Cake Money Bank,27081.62,2347,A - Best Sellers (Top 80% Revenue),0.044611396161776985
21558,Skull Lunch Box With Cutlery,27051.21,2130,A - Best Sellers (Top 80% Revenue),0.04456130194447095
22997,Travel Card Wallet Union Jack,27015.649999999998,2593,A - Best Sellers (Top 80% Revenue),0.04450272416191906
22750,Feltcraft Princess Lola Doll,26932.6,2004,A - Best Sellers (Top 80% Revenue),0.04436591637674094
23089,Glass Bon Bon Jar,26926.43,2350,A - Best Sellers (Top 80% Revenue),0.04435575257138815
22725,Alarm Clock Bakelike Chocolate,26901.32,1975,A - Best Sellers (Top 80% Revenue),0.04431438901346133
22895,Set Of 2 Tea Towels Apple And Pears,26892.84,2052,A - Best Sellers (Top 80% Revenue),0.04430041995845458
85178,Victorian Sewing Kit,26852.25,2518,A - Best Sellers (Top 80% Revenue),0.04423355628596355
22378,Wall Tidy Retrospot,26837.649999999998,2285,A - Best Sellers (Top 80% Revenue),0.044209505790315136
22622,Box Of Vintage Alphabet Blocks,26794.1,1340,A - Best Sellers (Top 80% Revenue),0.04413776612692552
22819,Birthday Card Retro Spot,26735.01,2569,A - Best Sellers (Top 80% Revenue),0.044040427511318356
23290,Spaceboy Childrens Bowl,26642.469999999998,2418,A - Best Sellers (Top 80% Revenue),0.043887986903968765
20969,Red Floral Feltcraft Shoulder Bag,26622.87,1952,A - Best Sellers (Top 80% Revenue),0.043855699937207886
22940,Feltcraft Christmas Fairy,26578.079999999998,1927,A - Best Sellers (Top 80% Revenue),0.04378191762898238
21243,Pink Polkadot Plate,26562.829999999998,2282,A - Best Sellers (Top 80% Revenue),0.04375679639208935
23176,Abc Treasure Book Box,26548.870000000003,2166,A - Best Sellers (Top 80% Revenue),0.04373380016474334
17096,Assorted Laquered Incense Holders,26546.53,2545,A - Best Sellers (Top 80% Revenue),0.0437299454962627
22692,Doormat Welcome To Our Home,26491.54,1512,A - Best Sellers (Top 80% Revenue),0.04363936078696776
21989,Pack Of 20 Skull Paper Napkins,26487.86,2394,A - Best Sellers (Top 80% Revenue),0.04363329874422898
22601,Christmas Retrospot Angel Wood,26471.89,2477,A - Best Sellers (Top 80% Revenue),0.04360699145549574
23510,Mini Playing Cards Gymkhana,26450.48,2521,A - Best Sellers (Top 80% Revenue),0.04357172288619215
22191,Ivory Diner Wall Clock,26372.74,1451,A - Best Sellers (Top 80% Revenue),0.04344366223333547
22456,Natural Slate Chalkboard Large,26359.96,1724,A - Best Sellers (Top 80% Revenue),0.043422609813171996
23121,Pack Of 6 Cocktail Parasol Straws,26338.05,2506,A - Best Sellers (Top 80% Revenue),0.04338651759675716
22748,Poppy's Playhouse Kitchen,26268.47,2128,A - Best Sellers (Top 80% Revenue),0.04327189886475603
21508,Vintage Kid Dolly Card,26259.28,2489,A - Best Sellers (Top 80% Revenue),0.0432567602308513
16008,Small Folding Scissor(Pointed Edge),26188.78,2652,A - Best Sellers (Top 80% Revenue),0.043140625988165475
85199S,Small Hanging Ivory/Red Wood Bird,26147.27,2650,A - Best Sellers (Top 80% Revenue),0.04307224680498976
22690,Doormat Home Sweet Home Blue,26144.06,1612,A - Best Sellers (Top 80% Revenue),0.04306695899053555
22774,Red Drawer Knob Acrylic Edwardian,25993.51,2278,A - Best Sellers (Top 80% Revenue),0.04281895884533908
22339,Christmas Tree Painted Zinc,25987.88,2468,A - Best Sellers (Top 80% Revenue),0.04280968457886645
21650,Assorted Tutti Frutti Bracelet,25965.76,2525,A - Best Sellers (Top 80% Revenue),0.04277324643066487
21090,Set/6 Collage Paper Plates,25941.89,2418,A - Best Sellers (Top 80% Revenue),0.04273392551757395
22335,Heart Decoration Painted Zinc,25707.239999999998,2386,A - Best Sellers (Top 80% Revenue),0.042347387928265735
21484,Chick Grey Hot Water Bottle,25633.39,1836,A - Best Sellers (Top 80% Revenue),0.04222573524993456
23241,Treasure Tin Gymkhana Design,25605.39,2179,A - Best Sellers (Top 80% Revenue),0.042179611011704726
22540,Mini Jigsaw Circus Parade,25592.469999999998,2518,A - Best Sellers (Top 80% Revenue),0.0421583279703501
23545,Wrap Red Vintage Doily,25563.65,2480,A - Best Sellers (Top 80% Revenue),0.042110852950857834
23191,Bundle Of 3 Retro Note Books,25558.34,2213,A - Best Sellers (Top 80% Revenue),0.042102105818536385
21988,Pack Of 6 Skull Paper Plates,25522.52,2319,A - Best Sellers (Top 80% Revenue),0.04204309973948665
22607,Wooden Rounders Garden Set,25502.11,1331,A - Best Sellers (Top 80% Revenue),0.04200947846440555
21974,Set Of 36 Paisley Flower Doilies,25466.73,2207,A - Best Sellers (Top 80% Revenue),0.04195119719481371
22776,Sweetheart 3 Tier Cake Stand,25444.36,1244,A - Best Sellers (Top 80% Revenue),0.04191434722305653
21642,Assorted Tutti Frutti Pen,25420.460000000003,2447,A - Best Sellers (Top 80% Revenue),0.04187497689113893
22571,Rocking Horse Red Christmas,25406.64,2432,A - Best Sellers (Top 80% Revenue),0.04185221128498405
17021,Namaste Swagat Incense,25386.84,2427,A - Best Sellers (Top 80% Revenue),0.04181959485937867
23211,Red Rocking Horse Hand Painted,25368.42,2323,A - Best Sellers (Top 80% Revenue),0.04178925169980033
23238,Set Of 4 Knick Knack Tins London,25323.98,1856,A - Best Sellers (Top 80% Revenue),0.0417160459445527
22193,Red Diner Wall Clock,25282.260000000002,1401,A - Best Sellers (Top 80% Revenue),0.04164732082959025
21803,Christmas Tree Star Decoration,25248.36,2370,A - Best Sellers (Top 80% Revenue),0.0415914775554477
22024,Rainy Ladies Birthday Card,25228.329999999998,2427,A - Best Sellers (Top 80% Revenue),0.041558482252171146
22738,Ribbon Reel Snowy Village,25204.03,2176,A - Best Sellers (Top 80% Revenue),0.04151845300256455
22336,Dove Decoration Painted Zinc,25191.079999999998,2383,A - Best Sellers (Top 80% Revenue),0.04149712054238325
22088,Paper Bunting Coloured Lace,25169.8,1891,A - Best Sellers (Top 80% Revenue),0.041462066121328585
85212,Mini Painted Garden Decoration,25148.260000000002,2404,A - Best Sellers (Top 80% Revenue),0.041426583403776064
72351B,Set/6 Pink Butterfly T-Lights,25088.52,2086,A - Best Sellers (Top 80% Revenue),0.04132817404692427
22431,Watering Can Blue Elephant,25044.260000000002,2061,A - Best Sellers (Top 80% Revenue),0.0412552648046367
22995,Travel Card Wallet Suki,24986.85,2383,A - Best Sellers (Top 80% Revenue),0.0411606936433233
22745,Poppy's Playhouse Bedroom,24911.09,2019,A - Best Sellers (Top 80% Revenue),0.04103589463302717
22130,Party Cone Christmas Decoration,24897.34,2241,A - Best Sellers (Top 80% Revenue),0.04101324433746788
22227,Hanging Heart Mirror Decoration,24865.969999999998,2321,A - Best Sellers (Top 80% Revenue),0.04096156871770824
23212,Heart Wreath Decoration With Bell,24690.859999999997,2293,A - Best Sellers (Top 80% Revenue),0.04067311102640732
23122,Party Charms 50 Pieces,24689.219999999998,2251,A - Best Sellers (Top 80% Revenue),0.04067040946388242
23187,French Style Storage Jar Bonbons,24683.300000000003,2338,A - Best Sellers (Top 80% Revenue),0.04066065748208527
23155,Knickerbockerglory Magnet Assorted,24582.03,2233,A - Best Sellers (Top 80% Revenue),0.0404938359961733
22155,Star Decoration Rustic,24576.94,2397,A - Best Sellers (Top 80% Revenue),0.04048545126858081
23119,Pack Of 6 Large Fruit Straws,24553.82,2282,A - Best Sellers (Top 80% Revenue),0.040447365826156746
22956,36 Foil Heart Cake Cases,24449.440000000002,2030,A - Best Sellers (Top 80% Revenue),0.04027542125521283
23035,Drawer Knob Ceramic Ivory,24444.809999999998,2179,A - Best Sellers (Top 80% Revenue),0.040267794282962684
22904,Calendar Paper Cut Design,24369.18,1832,A - Best Sellers (Top 80% Revenue),0.04014320942091547
23380,Pack Of 12 Vintage Doily Tissues,24281.0,2340,A - Best Sellers (Top 80% Revenue),0.039997951016375946
48116,Doormat Multicolour Stripe,24194.24,1492,A - Best Sellers (Top 80% Revenue),0.03985503176963237
23368,Set 12 Colour Pencils Dolly Girl,24171.15,2364,A - Best Sellers (Top 80% Revenue),0.039816995746034985
22131,Food Container Set 3 Love Heart,24133.87,1999,A - Best Sellers (Top 80% Revenue),0.03975558461742041
21749,Large Red Retrospot Windmill,24089.97,1963,A - Best Sellers (Top 80% Revenue),0.03968326840105293
21844,Red Retrospot Mug,24054.23,1848,A - Best Sellers (Top 80% Revenue),0.039624394105540986
23292,Spaceboy Childrens Cup,24045.91,2165,A - Best Sellers (Top 80% Revenue),0.039610688617609836
47559B,Tea Time Oven Glove,24013.35,2169,A - Best Sellers (Top 80% Revenue),0.03955705271772544
21770,Open Closed Metal Sign,23951.85,1639,A - Best Sellers (Top 80% Revenue),0.03945574412304206
22773,Green Drawer Knob Acrylic Edwardian,23893.85,2087,A - Best Sellers (Top 80% Revenue),0.0393602010581374
21983,Pack Of 12 Blue Paisley Tissues,23890.29,2300,A - Best Sellers (Top 80% Revenue),0.03935433669070533
22899,Children's Apron Dolly Girl,23811.940000000002,2057,A - Best Sellers (Top 80% Revenue),0.039225271188372934
22148,Easter Craft 4 Chicks,23787.28,1939,A - Best Sellers (Top 80% Revenue),0.039184648912846225
23229,Vintage Donkey Tail Game,23763.34,1861,A - Best Sellers (Top 80% Revenue),0.03914521268915972
23254,Childrens Cutlery Dolly Girl,23713.43,1702,A - Best Sellers (Top 80% Revenue),0.03906299623451505
23083,Set 6 Paper Table Lantern Stars,23708.87,1904,A - Best Sellers (Top 80% Revenue),0.03905548457286047
22651,Gentleman Shirt Repair Kit,23698.68,2165,A - Best Sellers (Top 80% Revenue),0.03903869864473326
22152,Place Setting White Star,23676.649999999998,2408,A - Best Sellers (Top 80% Revenue),0.03900240875301172
22156,Heart Decoration With Pearls,23667.78,2194,A - Best Sellers (Top 80% Revenue),0.03898779725325819
22602,Retrospot Wooden Heart Decoration,23506.29,2212,A - Best Sellers (Top 80% Revenue),0.03872177570926765
23100,Silver Bells Table Decoration,23408.64,2154,A - Best Sellers (Top 80% Revenue),0.03856091742844111
23234,Biscuit Tin Vintage Christmas,23402.36,1935,A - Best Sellers (Top 80% Revenue),0.03855057242072385
21819,Glitter Christmas Star,23394.100000000002,2460,A - Best Sellers (Top 80% Revenue),0.038536965770446054
22957,Set 3 Paper Vintage Chick Paper Egg,23366.9,1778,A - Best Sellers (Top 80% Revenue),0.03849215936759422
21888,Bingo Set,23353.01,1682,A - Best Sellers (Top 80% Revenue),0.038469278450843775
22654,Deluxe Sewing Kit,23350.91,1400,A - Best Sellers (Top 80% Revenue),0.03846581913297654
85061W,White Jewelled Heart Decoration,23350.15,2164,A - Best Sellers (Top 80% Revenue),0.03846456718936744
82001S,Silver Record Cover Frame,23239.710000000003,1703,A - Best Sellers (Top 80% Revenue),0.03828264001543521
21992,Vintage Paisley Stationery Set,23222.559999999998,1913,A - Best Sellers (Top 80% Revenue),0.03825438891951943
23148,Miniature Antique Rose Hook Ivory,23171.3,2130,A - Best Sellers (Top 80% Revenue),0.03816994861767439
85015,Set Of 12 Vintage Postcard Set,23165.75,2152,A - Best Sellers (Top 80% Revenue),0.03816080613473955
22593,Christmas Gingham Star,23144.52,2235,A - Best Sellers (Top 80% Revenue),0.03812583407839601
22046,Tea Party Wrapping Paper,23125.5,2225,A - Best Sellers (Top 80% Revenue),0.03809450254228417
23334,Ivory Wicker Heart Small,22953.93,2211,A - Best Sellers (Top 80% Revenue),0.03781187627253088
22574,Heart Wooden Christmas Decoration,22938.07,2313,A - Best Sellers (Top 80% Revenue),0.03778575018616213
22436,12 Coloured Party Balloons,22933.78,2155,A - Best Sellers (Top 80% Revenue),0.037778683293947624
22066,Love Heart Trinket Pot,22887.0,2231,A - Best Sellers (Top 80% Revenue),0.03770162287021936
21164,Home Sweet Home Metal Sign,22878.61,1768,A - Best Sellers (Top 80% Revenue),0.03768780207169264
21912,Vintage Snakes & Ladders,22841.69,1788,A - Best Sellers (Top 80% Revenue),0.037626983968998155
23332,Ivory Wicker Heart Large,22825.5,2041,A - Best Sellers (Top 80% Revenue),0.03760031427553598
22847,Bread Bin Diner Style Ivory,22807.86,896,A - Best Sellers (Top 80% Revenue),0.037571256005451185
47504K,English Rose Garden Secateurs,22795.34,2019,A - Best Sellers (Top 80% Revenue),0.03755063188178556
22195,Large Heart Measuring Spoons,22788.85,1936,A - Best Sellers (Top 80% Revenue),0.03753994094228157
21987,Pack Of 6 Skull Paper Cups,22775.32,2101,A - Best Sellers (Top 80% Revenue),0.03751765305145123
22241,Garland Wooden Happy Easter,22767.35,1965,A - Best Sellers (Top 80% Revenue),0.037504524116497955
15039,Sandalwood Fan,22738.84,2090,A - Best Sellers (Top 80% Revenue),0.03745755975821466
22644,Ceramic Cherry Cake Money Bank,22734.42,2210,A - Best Sellers (Top 80% Revenue),0.03745027871775123
21802,Christmas Tree Heart Decoration,22723.7,2125,A - Best Sellers (Top 80% Revenue),0.0374326197236861
21875,Kings Choice Mug,22696.78,2019,A - Best Sellers (Top 80% Revenue),0.037388274563216556
23145,Zinc T-Light Holder Star Large,22692.280000000002,2082,A - Best Sellers (Top 80% Revenue),0.03738086173921534
22548,Heads And Tails Sporting Fun,22673.12,1977,A - Best Sellers (Top 80% Revenue),0.037349299581912354
22094,Red Retrospot Tissue Box,22668.29,2170,A - Best Sellers (Top 80% Revenue),0.037341343150817705
23163,Regency Sugar Tongs,22647.61,1832,A - Best Sellers (Top 80% Revenue),0.037307277106296534
23194,Gymkhana Treasure Book Box,22611.14,1837,A - Best Sellers (Top 80% Revenue),0.037247200286002174
23366,Set 12 Colouring Pencils Doily,22530.09,2216,A - Best Sellers (Top 80% Revenue),0.037113687089269036
21937,Strawberry Picnic Bag,22491.63,1708,A - Best Sellers (Top 80% Revenue),0.03705033215347192
23333,Ivory Wicker Heart Medium,22457.149999999998,2063,A - Best Sellers (Top 80% Revenue),0.036993533448680324
20982,12 Pencils Tall Tube Skulls,22421.579999999998,2122,A - Best Sellers (Top 80% Revenue),0.03693493919318622
84536B,Fairy Cakes Notebook A7 Size,22354.93,2107,A - Best Sellers (Top 80% Revenue),0.036825147033257
22508,Doorstop Retrospot Heart,22326.47,1595,A - Best Sellers (Top 80% Revenue),0.036778265039684815
21069,Vintage Billboard Tea Mug,22300.23,1950,A - Best Sellers (Top 80% Revenue),0.03673504003928657
23382,Box Of 6 Christmas Cake Decorations,22298.54,1846,A - Best Sellers (Top 80% Revenue),0.03673225611205056
23090,Vintage Glass T-Light Holder,22292.91,2237,A - Best Sellers (Top 80% Revenue),0.03672298184557792
22798,Antique Glass Dressing Table Pot,22274.95,1796,A - Best Sellers (Top 80% Revenue),0.03669339644134193
22079,Ribbon Reel Hearts Design,22273.02,1911,A - Best Sellers (Top 80% Revenue),0.03669021716349252
22994,Travel Card Wallet Retrospot,22268.91,2148,A - Best Sellers (Top 80% Revenue),0.036683446784238065
23002,Travel Card Wallet Skulls,22129.7,2121,A - Best Sellers (Top 80% Revenue),0.03645412695552468
21399,Blue Polkadot Coffee Mug,22073.08,2066,A - Best Sellers (Top 80% Revenue),0.036360857156647074
22694,Wicker Star,22054.29,1830,A - Best Sellers (Top 80% Revenue),0.03632990449820641
22271,Feltcraft Doll Rosie,22039.350000000002,1679,A - Best Sellers (Top 80% Revenue),0.03630529392252235
22153,Angel Decoration Stars On Dress,22038.41,2218,A - Best Sellers (Top 80% Revenue),0.036303745465953205
23101,Silver Stars Table Decoration,22026.609999999997,2037,A - Best Sellers (Top 80% Revenue),0.036284307394127774
84030E,English Rose Hot Water Bottle,21994.45,1604,A - Best Sellers (Top 80% Revenue),0.036231330411932376
46000S,Polyester Filler Pad 40x40cm,21942.29,1946,A - Best Sellers (Top 80% Revenue),0.03614540754528709
22505,Memo Board Cottage Design,21843.64,1456,A - Best Sellers (Top 80% Revenue),0.035982901970238054
21217,Red Retrospot Round Cake Tins,21770.24,1088,A - Best Sellers (Top 80% Revenue),0.035861990574307
22615,Pack Of 12 Circus Parade Tissues,21749.57,2071,A - Best Sellers (Top 80% Revenue),0.03582794100272805
21494,Rotating Leaves T-Light Holder,21743.6,1918,A - Best Sellers (Top 80% Revenue),0.03581810665621976
21786,Polkadot Rain Hat,21726.82,2071,A - Best Sellers (Top 80% Revenue),0.03579046505916631
23434,3 Raffia Ribbons 50'S Christmas,21712.54,2062,A - Best Sellers (Top 80% Revenue),0.0357669416976691
22805,Blue Drawer Knob Acrylic Edwardian,21695.789999999997,1904,A - Best Sellers (Top 80% Revenue),0.03573934951944232
23169,Classic Glass Cookie Jar,21683.91,1563,A - Best Sellers (Top 80% Revenue),0.0357197796640791
23266,Set Of 3 Wooden Stocking Decoration,21673.48,2016,A - Best Sellers (Top 80% Revenue),0.035702598385338485
21381,Mini Wooden Happy Birthday Garland,21655.8,1815,A - Best Sellers (Top 80% Revenue),0.03567347422348479
21993,Floral Folk Stationery Set,21649.12,1916,A - Best Sellers (Top 80% Revenue),0.03566247029807853
22546,Mini Jigsaw Purdey,21514.039999999997,2080,A - Best Sellers (Top 80% Revenue),0.03543995379450404
23497,Classic Chrome Bicycle Bell,21501.94,2517,A - Best Sellers (Top 80% Revenue),0.035420021534411865
22331,Woodland Party Bag + Sticker Set,21495.149999999998,1823,A - Best Sellers (Top 80% Revenue),0.03540883640664113
22109,Full English Breakfast Plate,21462.31,1633,A - Best Sellers (Top 80% Revenue),0.035354739264374435
23147,Single Antique Rose Hook Ivory,21453.81,1870,A - Best Sellers (Top 80% Revenue),0.03534073726348324
22268,Decoration Sitting Bunny,21431.0,2011,A - Best Sellers (Top 80% Revenue),0.03530316248226815
22706,Wrap Cowboys,21417.76,2057,A - Best Sellers (Top 80% Revenue),0.035281352306762326
22465,Hanging Metal Star Lantern,21402.45,2060,A - Best Sellers (Top 80% Revenue),0.03525613223221594
23193,Buffalo Bill Treasure Book Box,21391.55,1929,A - Best Sellers (Top 80% Revenue),0.03523817672519076
22169,Family Album White Picture Frame,21363.760000000002,1197,A - Best Sellers (Top 80% Revenue),0.035192398418747654
21340,Classic Metal Birdcage Plant Holder,21351.53,981,A - Best Sellers (Top 80% Revenue),0.03517225201040655
23504,Playing Cards Jubilee Union Jack,21325.57,1932,A - Best Sellers (Top 80% Revenue),0.03512948825239061
22814,Card Party Games,21272.53,2106,A - Best Sellers (Top 80% Revenue),0.03504211576682953
22739,Ribbon Reel Christmas Sock Bauble,21270.42,1829,A - Best Sellers (Top 80% Revenue),0.03503863997602007
22779,Wooden Owls Light Garland,21260.129999999997,1536,A - Best Sellers (Top 80% Revenue),0.0350216893184706
22751,Feltcraft Princess Olivia Doll,21258.73,1560,A - Best Sellers (Top 80% Revenue),0.03501938310655911
23196,Vintage Leaf Magnetic Notepad,21258.219999999998,1878,A - Best Sellers (Top 80% Revenue),0.035018542986505634
21179,No Junk Mail Metal Sign,21253.530000000002,1942,A - Best Sellers (Top 80% Revenue),0.03501081717660215
22091,Empire Tissue Box,21235.34,1990,A - Best Sellers (Top 80% Revenue),0.03498085289469498
23135,Small Zinc Heart Wall Organiser,21197.89,1541,A - Best Sellers (Top 80% Revenue),0.03491916172606258
21544,Skulls Water Transfer Tattoos,21194.05,1973,A - Best Sellers (Top 80% Revenue),0.0349128361162482
85048,15cm Christmas Glass Ball 20 Lights,21191.76,1351,A - Best Sellers (Top 80% Revenue),0.034909063812478686
20981,12 Pencils Tall Tube Woodland,21146.93,1952,A - Best Sellers (Top 80% Revenue),0.03483521561248429
21845,Dairy Maid Stripe Mug,21133.440000000002,1907,A - Best Sellers (Top 80% Revenue),0.03481299361342285
23280,Folding Butterfly Mirror Hot Pink,21123.28,2024,A - Best Sellers (Top 80% Revenue),0.034796257104122305
21809,Christmas Hanging Tree With Bell,21105.29,1964,A - Best Sellers (Top 80% Revenue),0.034766622281059645
22653,Button Box,21101.89,1850,A - Best Sellers (Top 80% Revenue),0.03476102148070316
82613A,Metal Sign Cupcake Single Hook,21099.78,1901,A - Best Sellers (Top 80% Revenue),0.0347575456898937
51014L,Feather Pen Light Pink,21078.47,2068,A - Best Sellers (Top 80% Revenue),0.03472244185001235
21902,Key Fob Front Door,21035.809999999998,1950,A - Best Sellers (Top 80% Revenue),0.034652168278480756
22812,Pack 3 Boxes Christmas Panettone,21029.21,1722,A - Best Sellers (Top 80% Revenue),0.0346412961366123
22663,Jumbo Bag Dolly Girl Design,21025.91,3400,A - Best Sellers (Top 80% Revenue),0.034635860065678065
22972,Children's Spaceboy Mug,20982.87,1786,A - Best Sellers (Top 80% Revenue),0.034564960522341925
85204,Hanging Wood And Felt Flower,20968.63,2055,A - Best Sellers (Top 80% Revenue),0.034541503052613616
17091J,Vanilla Incense In Tin,20947.48,2066,A - Best Sellers (Top 80% Revenue),0.034506662779807865
22244,3 Hook Hanger Magic Garden,20838.23,1705,A - Best Sellers (Top 80% Revenue),0.034326695886000395
22917,Herb Marker Rosemary,20832.59,1943,A - Best Sellers (Top 80% Revenue),0.03431740514658554
22098,Boudoir Square Tissue Box,20803.100000000002,1994,A - Best Sellers (Top 80% Revenue),0.03426882643996419
23264,Set Of 3 Wooden Sleigh Decorations,20783.35,1951,A - Best Sellers (Top 80% Revenue),0.03423629237906993
21824,Painted Metal Star With Holly Bells,20780.05,1917,A - Best Sellers (Top 80% Revenue),0.0342308563081357
82578,Kitchen Metal Sign,20733.51,2056,A - Best Sellers (Top 80% Revenue),0.03415419123502083
21034,Rex Cash+Carry Jumbo Shopper,20727.74,1929,A - Best Sellers (Top 80% Revenue),0.034144686347357046
22670,French Wc Sign Blue Metal,20721.42,1853,A - Best Sellers (Top 80% Revenue),0.03413427544787088
23287,Red Vintage Spot Beaker,20712.62,1883,A - Best Sellers (Top 80% Revenue),0.034119779258712936
22424,Enamel Bread Bin Cream,20705.68,873,A - Best Sellers (Top 80% Revenue),0.03410834703680883
22665,Recipe Box Blue Sketchbook Design,20699.920000000002,1513,A - Best Sellers (Top 80% Revenue),0.034098858622087266
22432,Watering Can Pink Bunny,20687.05,1715,A - Best Sellers (Top 80% Revenue),0.03407765794544376
22943,Christmas Lights 10 Vintage Baubles,20645.74,1365,A - Best Sellers (Top 80% Revenue),0.03400960822111254
84078A,Set/4 White Retro Storage Cubes,20636.23,413,A - Best Sellers (Top 80% Revenue),0.03399394245305662
21592,Retrospot Cigar Box Matches,20597.55,2162,A - Best Sellers (Top 80% Revenue),0.033930225112530556
85078,Scandinavian 3 Hearts Napkin Ring,20509.4,1932,A - Best Sellers (Top 80% Revenue),0.03378501612681772
22916,Herb Marker Thyme,20490.73,1908,A - Best Sellers (Top 80% Revenue),0.03375426114368375
22594,Christmas Gingham Tree,20346.98,1975,A - Best Sellers (Top 80% Revenue),0.03351746259920024
23583,Lunch Bag Paisley Park,20306.65,3333,A - Best Sellers (Top 80% Revenue),0.03345102722320706
23004,Travel Card Wallet Pantry,20303.78,1963,A - Best Sellers (Top 80% Revenue),0.0334462994887885
84508A,Camouflage Design Teddy,20247.86,1631,A - Best Sellers (Top 80% Revenue),0.03335418279586664
20977,36 Pencils Tube Woodland,20232.93,1741,A - Best Sellers (Top 80% Revenue),0.03332958869312481
47593B,Scottie Dogs Baby Bib,20222.81,1992,A - Best Sellers (Top 80% Revenue),0.03331291807559317
21533,Retrospot Large Milk Jug,20210.16,1349,A - Best Sellers (Top 80% Revenue),0.03329207980367862
21880,Red Retrospot Tape,20188.94,1903,A - Best Sellers (Top 80% Revenue),0.03325712422027729
22705,Wrap Green Pears,20179.19,1908,A - Best Sellers (Top 80% Revenue),0.03324106310160798
23534,Wall Art Stop For Tea,20171.280000000002,1377,A - Best Sellers (Top 80% Revenue),0.03322803300430806
23399,Home Sweet Home Hanging Heart,20158.21,1875,A - Best Sellers (Top 80% Revenue),0.03320650286882005
22896,Peg Bag Apples Design,20146.41,1583,A - Best Sellers (Top 80% Revenue),0.033187064796994625
22439,6 Rocket Balloons,20104.19,1903,A - Best Sellers (Top 80% Revenue),0.03311751603492093
22128,Party Cones Candy Assorted,20103.609999999997,1750,A - Best Sellers (Top 80% Revenue),0.03311656060427188
21429,Red Gingham Rose Jewellery Box,20101.76,1740,A - Best Sellers (Top 80% Revenue),0.03311351310996027
22537,Magic Drawing Slate Dinosaur,20079.19,1930,A - Best Sellers (Top 80% Revenue),0.033076333679358576
22918,Herb Marker Parsley,20033.72,1874,A - Best Sellers (Top 80% Revenue),0.033001431211061784
23186,French Style Storage Jar Cafe,20026.16,1982,A - Best Sellers (Top 80% Revenue),0.03298897766673973
21700,Big Doughnut Fridge Magnets,20012.34,1726,A - Best Sellers (Top 80% Revenue),0.03296621206058486
21955,Doormat Union Jack Guns And Roses,20001.03,1229,A - Best Sellers (Top 80% Revenue),0.03294758116292845
22906,12 Message Cards With Envelopes,19928.55,1740,A - Best Sellers (Top 80% Revenue),0.03282818527768209
23156,Set Of 5 Mini Grocery Magnets,19919.91,1669,A - Best Sellers (Top 80% Revenue),0.03281395265559975
21504,Skulls Greeting Card,19917.23,1915,A - Best Sellers (Top 80% Revenue),0.03280953790708346
22893,Mini Cake Stand T-Light Holder,19880.66,1869,A - Best Sellers (Top 80% Revenue),0.032749296357366856
22795,Sweetheart Recipe Book Stand,19877.500000000004,1210,A - Best Sellers (Top 80% Revenue),0.03274409090762378
20978,36 Pencils Tube Skulls,19822.12,1795,A - Best Sellers (Top 80% Revenue),0.032652863753582055
23190,Bundle Of 3 School Exercise Books,19801.64,1702,A - Best Sellers (Top 80% Revenue),0.03261912716790538
72818,Christmas Decoupage Candle,19754.11,1845,A - Best Sellers (Top 80% Revenue),0.03254083127351025
84596G,Small Chocolates Pink Bowl,19722.07,1859,A - Best Sellers (Top 80% Revenue),0.03248805196662154
21714,Citronella Candle Garden Pot,19720.78,1656,A - Best Sellers (Top 80% Revenue),0.032485926957074515
22212,Four Hook White Lovebirds,19642.210000000003,1614,A - Best Sellers (Top 80% Revenue),0.03235649905001318
21901,Key Fob Back Door,19617.809999999998,1825,A - Best Sellers (Top 80% Revenue),0.03231630507098431
23550,Wrap Alphabet Poster,19597.15,1855,A - Best Sellers (Top 80% Revenue),0.03228227197234759
22266,Easter Decoration Hanging Bunny,19590.309999999998,1884,A - Best Sellers (Top 80% Revenue),0.03227100447986573
85184C,Set 4 Valentine Decoupage Heart Box,19564.09,1633,A - Best Sellers (Top 80% Revenue),0.03222781242535194
23161,Regency Cake Fork,19532.469999999998,1715,A - Best Sellers (Top 80% Revenue),0.03217572498203668
48111,Doormat 3 Smiley Cats,19487.24,1166,A - Best Sellers (Top 80% Revenue),0.032101217864353285
23352,Roll Wrap 50'S Red Christmas,19455.3,1791,A - Best Sellers (Top 80% Revenue),0.03204860328688682
22343,Party Pizza Dish Red Retrospot,19434.510000000002,1953,A - Best Sellers (Top 80% Revenue),0.03201435604000118
23329,Decorative Wicker Heart Large,19432.46,1728,A - Best Sellers (Top 80% Revenue),0.03201097908684506
22025,Ring Of Roses Birthday Card,19415.41,1831,A - Best Sellers (Top 80% Revenue),0.03198289272035154
85049G,Chocolate Box Ribbons,19412.84,1722,A - Best Sellers (Top 80% Revenue),0.03197865917419973
85053,French Enamel Candleholder,19387.04,1686,A - Best Sellers (Top 80% Revenue),0.03193615898325938
22844,Vintage Cream Dog Food Container,19385.93,1006,A - Best Sellers (Top 80% Revenue),0.03193433048667242
